STATE,NAME,District,EMP_2011,EMP_2001,MSW_2011,MSW_2001,BF_2011,BF_2001,MSL_2011,MSL_2001,FC_2011,FC_2001,CHH_2011,CHH_2001,F_EMP_2001,F_EMP_2011,EMP_change,MSW_change,BF_change,MSL_change,FC_change,CHH_change,F_EMP_change,Asset_2001,Asset_2011,Asset_Change
10,Saharsa,214,1,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2
10,Darbhanga,215,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2
10,Muzaffarpur,216,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2
10,Gopalganj,217,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,2
10,Siwan,218,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2
10,Saran,219,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,3,1,1,2
10,Vaishali,220,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,1,1,2
10,Samastipur,221,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,1,1,2
10,Begusarai,222,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,1,1,2
10,Khagaria,223,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2
10,Bhagalpur,224,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2
10,Banka,225,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,3,2,2,2,2,2,1,1,2
10,Munger,226,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,3,2,2,2,2,3,1,1,2
10,Lakhisarai,227,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2
10,Sheikhpura,228,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2
10,Nalanda,229,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2
10,Patna,230,1,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,3,1,2,3
10,Bhojpur,231,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,1,1,2
10,Buxar,232,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,1,1,2
10,Kaimur (Bhabua),233,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2
10,Rohtas,234,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,1,2,3
10,Aurangabad,235,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2
10,Gaya,236,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2
10,Nawada,237,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2
10,Jamui,238,1,2,2,1,1,1,1,1,2,2,1,1,3,2,1,3,2,2,2,2,1,1,1,2
10,Jehanabad ,239,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2
11,North ,241,3,2,3,1,3,2,3,2,1,1,2,2,3,2,3,3,3,3,2,2,1,1,2,3
11,West,242,2,2,3,3,3,2,3,3,1,1,1,1,2,2,2,2,3,2,2,2,2,1,2,3
11,South,243,2,2,3,3,3,2,3,2,1,1,2,2,3,2,2,2,3,3,2,2,1,1,2,3
11,East,244,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2
12,Tawang,245,3,2,3,3,3,2,3,2,1,1,2,2,3,2,3,2,3,3,2,2,1,1,1,2
12,West Kameng,246,3,3,3,3,3,2,3,3,1,1,2,1,2,2,2,2,3,2,2,3,2,1,2,3
12,East Kameng,247,2,2,3,3,1,1,2,2,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
12,Papum Pare,248,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3
12,Upper Subansiri,249,2,2,3,3,1,2,2,2,1,1,1,1,3,2,2,2,1,2,2,2,1,1,1,2
12,West Siang,250,2,2,3,3,3,2,3,2,1,1,2,2,3,2,2,2,3,3,2,2,1,1,2,3
12,East Siang,251,1,1,3,3,3,2,3,2,1,1,2,2,2,2,2,2,3,3,2,2,2,1,2,3
12,Upper Siang,252,2,2,3,3,1,1,3,2,1,1,3,1,3,2,2,2,2,3,2,3,1,1,1,2
12,Changlang,253,2,2,3,1,2,2,2,2,1,1,2,1,3,2,2,3,2,2,2,3,1,1,1,2
12,Tirap,254,2,2,3,3,2,2,3,2,1,1,2,2,3,2,2,2,2,3,2,2,1,1,1,2
12,Lower Subansiri,255,1,2,3,3,1,2,2,3,1,1,2,2,3,2,1,2,1,1,2,2,1,1,1,2
12,Dibang Valley,257,2,2,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3
12,Lohit,259,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2,1,2,3,2,2,2,1,1,2
13,Mon,261,2,2,1,1,2,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
13,Mokokchung,262,2,2,1,1,2,2,3,3,1,1,3,2,3,2,2,2,2,2,2,3,1,1,2,3
13,Zunheboto,263,2,1,3,1,2,2,3,2,1,1,2,1,3,2,3,3,2,3,2,3,1,1,1,2
13,Wokha,264,2,1,1,1,2,2,3,2,1,1,2,1,2,2,3,2,2,3,2,3,2,1,1,2
13,Dimapur,265,3,3,1,1,3,2,3,3,3,1,2,2,1,2,2,2,3,2,3,2,3,1,2,3
13,Phek,266,2,2,3,3,2,2,3,3,1,1,2,2,3,2,2,2,2,2,2,2,1,1,1,2
13,Tuensang,267,2,2,3,3,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
13,Kohima,270,2,2,1,1,3,2,3,3,1,1,2,2,3,2,2,2,3,2,2,2,1,1,2,3
14,Senapati (Excluding 3 Sub-Divisions),272,2,2,1,1,2,2,3,2,1,1,1,1,3,2,2,2,2,3,2,2,1,1,1,2
14,Tamenglong,273,2,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,2,3,2,2,1,1,1,2
14,Churachandpur,274,2,2,1,1,2,2,2,2,1,1,2,1,3,2,2,2,2,2,2,3,1,1,1,2
14,Bishnupur,275,3,1,1,1,2,2,3,2,1,1,3,2,3,2,3,2,2,3,2,3,1,1,2,3
14,Thoubal,276,2,2,1,1,2,2,2,2,1,1,3,2,3,2,2,2,2,2,2,3,1,1,2,3
14,Imphal West,277,3,3,1,3,3,2,3,3,3,3,3,3,2,2,2,1,3,2,2,2,2,2,3,3
14,Imphal East,278,3,3,1,1,3,2,3,3,3,1,3,2,2,2,2,2,3,2,3,3,2,1,3,3
14,Ukhrul,279,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
14,Chandel,280,2,2,1,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
15,Mamit,281,2,2,1,1,2,2,2,2,1,1,2,1,3,2,2,2,2,2,2,3,1,1,2,3
15,Kolasib,282,2,2,3,1,2,2,3,3,3,1,2,2,3,2,2,3,2,2,3,2,1,1,2,3
15,Aizawl,283,3,3,3,1,3,2,3,3,3,3,3,2,3,2,2,3,3,2,2,3,1,1,3,3
15,Champhai,284,2,2,3,1,2,2,3,2,1,1,2,2,3,2,2,3,2,3,2,2,1,1,2,3
15,Serchhip,285,2,2,3,1,2,2,3,3,1,1,2,1,3,2,2,3,2,2,2,3,1,1,2,3
15,Lunglei,286,2,2,1,1,2,2,3,2,1,1,2,2,3,2,2,2,2,3,2,2,1,1,2,3
15,Lawngtlai,287,2,2,1,1,2,2,2,1,1,1,2,2,3,2,2,2,2,3,2,2,1,1,1,2
15,Saiha,288,1,2,3,1,2,2,2,1,3,1,3,3,3,2,1,3,2,3,3,2,1,1,2,3
16,West Tripura ,289,3,3,2,1,2,2,3,2,1,1,2,2,1,2,2,3,2,3,2,2,3,1,2,3
16,South Tripura ,290,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,1,1,2
16,Dhalai,291,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,3,2,3,2,1,1,2
16,North Tripura ,292,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,3,2,3,3,1,1,2
17,West Garo Hills,293,1,2,1,1,2,2,2,1,1,1,2,1,3,2,1,2,2,3,2,3,1,1,1,2
17,East Garo Hills,294,2,2,1,1,2,2,2,1,1,1,2,1,3,2,2,2,2,3,2,3,1,1,1,2
17,South Garo Hills,295,1,2,1,1,2,2,2,1,1,1,2,1,3,2,1,2,2,3,2,3,1,1,1,2
17,West Khasi Hills,296,2,2,1,1,1,1,2,1,1,1,1,1,3,2,2,2,2,3,2,2,1,1,1,2
17,Ri Bhoi,297,2,2,1,1,2,2,2,1,1,1,1,1,3,2,2,2,2,3,2,2,1,1,1,2
17,East Khasi Hills,298,3,3,3,3,3,2,3,3,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,3
17,Jaintia Hills,299,2,2,1,1,1,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,1,1,2
18,Kokrajhar,300,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,1,1,2
18,Dhubri,301,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,3,1,1,2
18,Goalpara,302,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,3,2,2,2,2,3,1,1,2
18,Barpeta,303,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,1,1,2
18,Marigaon,304,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,2
18,Nagaon,305,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,2
18,Sonitpur,306,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2
18,Lakhimpur,307,1,2,2,1,2,2,1,1,1,1,1,1,3,2,1,3,2,2,2,2,1,1,1,2
18,Dhemaji,308,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
18,Tinsukia,309,3,3,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,3,2,3,2,1,2,3
18,Dibrugarh,310,3,3,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,3,2,3,2,1,2,3
18,Sibsagar,311,3,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1,2,3
18,Jorhat,312,3,3,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,2,2,2,2,1,2,3
18,Golaghat,313,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2
18,Karbi Anglong,314,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2
18,North Cachar Hills,315,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1,1,2
18,Cachar,316,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,2
18,Karimganj,317,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,2
18,Hailakandi,318,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,2
18,Bongaigaon,319,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,3,1,2,2,2,3,1,1,2
18,Kamrup,321,3,3,2,2,3,2,2,2,3,3,2,1,1,2,2,2,3,2,2,3,3,1,2,3
18,Nalbari,323,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,2,2,3,1,1,2
18,Darrang,325,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,3,1,1,2
19,Darjiling ,327,3,3,1,1,3,2,3,2,1,1,2,1,1,2,2,2,3,3,2,3,3,1,2,3
19,Jalpaiguri ,328,3,3,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1,1,2
19,Koch Bihar ,329,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,3,2,1,2,2,1,1,2
19,Uttar Dinajpur,330,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2
19,Dakshin Dinajpur,331,1,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,3,2,2,2,1,1,2
19,Maldah ,332,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2
19,Murshidabad ,333,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,1,1,2
19,Birbhum,334,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,3,1,1,2
19,Barddhaman ,335,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2,2,3,1,2,3
19,Nadia ,336,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,3,2,2,3,1,1,2
19,North Twenty Four Parganas,337,3,3,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,3,2,3,1,2,3
19,Hugli ,338,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,3,2,2,3,1,2,3
19,Bankura ,339,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,3,3,1,2,1,1,2
19,Puruliya,340,1,1,2,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2,2,1,1,1,1,2
19,Haora ,341,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,3,2,2,3,1,2,3
19,Kolkata,342,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,3,3,2,3,3
19,South  Twenty Four Parganas,343,3,3,2,2,2,1,2,1,2,2,1,1,1,2,2,2,3,3,2,2,3,1,1,2
19,Medinipur ,344,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,3,3,2,1,2,1,1,2
20,Garhwa,346,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,1,1,2
20,Chatra,347,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2
20,Kodarma,348,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,3,2,3,2,1,2,3
20,Giridih,349,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,1,1,2
20,Deoghar,350,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,3,2,3,2,2,2,1,1,2
20,Godda,351,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,3,2,2,2,2,2,1,1,2
20,Sahibganj,352,2,2,2,2,1,1,1,1,2,1,1,1,3,2,2,2,2,2,3,2,1,1,1,2
20,Pakaur,353,2,2,2,2,1,1,1,1,2,2,1,1,3,2,2,2,2,2,2,2,1,1,1,2
20,Dhanbad,354,3,3,1,1,1,1,3,2,2,2,2,2,1,2,2,2,2,3,2,2,3,1,2,3
20,Bokaro,355,3,1,1,1,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,3,1,2,3
20,Lohardaga,356,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
20,Purbi Singhbhum,357,3,3,2,1,3,1,3,2,3,2,2,2,1,2,2,3,3,3,3,2,3,1,2,3
20,Palamu,358,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,1,1,2
20,Hazaribagh,360,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3
20,Dumka,362,1,2,2,1,1,1,1,1,1,1,1,1,3,2,1,3,2,2,2,2,1,1,1,2
20,Ranchi,364,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,3,2,3,2,1,2,3
20,Gumla,366,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
20,Pashchimi Singhbhum,368,1,2,2,1,1,1,2,1,1,1,2,1,3,2,1,3,2,3,2,3,1,1,1,2
21,Bargarh,370,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1,1,2
21,Jharsuguda,371,3,1,2,1,1,1,2,2,1,1,1,1,2,2,3,3,2,2,2,2,2,1,2,3
21,Sambalpur,372,2,1,2,2,1,1,2,1,1,1,1,1,3,2,3,2,2,3,2,2,1,1,1,2
21,Debagarh,373,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
21,Sundargarh,374,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1,1,2
21,Kendujhar,375,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,1,1,2
21,Mayurbhanj,376,2,2,2,1,1,1,1,1,1,1,1,1,3,2,2,3,2,2,2,2,1,1,1,2
21,Baleshwar,377,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,3,1,1,2
21,Bhadrak,378,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,3,1,1,2
21,Kendrapara,379,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,3,1,1,2
21,Jagatsinghapur,380,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,3,3,2,3,1,2,3
21,Cuttack,381,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,3,2,2,3,2,3,1,2,3
21,Jajapur,382,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,3,2,3,2,2,3,1,1,2
21,Dhenkanal,383,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,3,2,2,3,1,1,2
21,Anugul,384,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1,1,2
21,Nayagarh,385,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,3,2,3,2,2,3,1,1,2
21,Khordha,386,3,3,1,1,1,1,2,2,3,1,2,1,1,2,2,2,2,2,3,3,3,2,2,2
21,Puri,387,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,3,1,1,2
21,Ganjam,388,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,1,1,2
21,Gajapati,389,2,2,1,1,1,1,2,1,1,1,1,1,3,2,2,2,2,3,2,2,1,1,1,2
21,Kandhamal,390,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
21,Baudh,391,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
21,Sonapur,392,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2
21,Balangir,393,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2
21,Nuapada,394,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
21,Kalahandi,395,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
21,Rayagada,396,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
21,Nabarangapur,397,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
21,Koraput,398,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
21,Malkangiri,399,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,2
22,Koriya,400,2,2,2,1,1,1,2,2,1,1,2,2,3,2,2,3,2,2,2,2,1,1,1,2
22,Surguja,401,2,2,2,1,1,1,2,1,1,1,2,2,3,2,2,3,2,3,2,2,1,1,1,2
22,Jashpur,402,2,2,2,1,1,1,2,1,1,1,2,3,3,2,2,3,2,3,2,1,1,1,1,2
22,Raigarh,403,2,2,2,2,1,1,3,2,1,1,1,2,3,2,2,2,2,3,2,1,1,1,1,2
22,Korba,404,1,2,2,1,1,1,3,2,1,1,2,2,3,2,1,3,2,3,2,2,1,1,1,2
22,Janjgir - Champa,405,2,2,2,2,1,1,3,2,1,1,1,2,3,2,2,2,2,3,2,1,1,1,1,2
22,Bilaspur,406,2,2,2,2,1,1,3,2,1,1,1,2,3,2,2,2,2,3,2,1,1,1,1,2
22,Kawardha,407,2,2,2,2,1,1,3,2,1,1,1,1,3,2,2,2,2,3,2,2,1,1,1,2
22,Rajnandgaon,408,2,2,2,2,1,1,3,2,1,1,2,2,3,3,2,2,2,3,2,2,2,1,1,2
22,Durg,409,2,2,2,2,1,1,3,2,1,1,2,2,3,2,2,2,2,3,2,2,1,1,2,3
22,Raipur,410,1,2,2,2,1,1,3,2,1,1,2,2,3,2,1,2,2,3,2,2,1,1,2,3
22,Mahasamund,411,2,2,2,2,1,1,3,2,1,1,1,2,3,2,2,2,2,3,2,1,1,1,1,2
22,Dhamtari,412,2,2,2,2,1,1,3,2,1,1,2,2,3,2,2,2,2,3,2,2,1,1,1,2
22,Kanker,413,2,2,2,2,1,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,1,1,2
22,Bastar,414,2,2,2,2,1,1,2,1,1,1,2,2,3,2,2,2,2,3,2,2,1,1,1,2
22,Dantewada,416,2,2,2,2,1,1,1,1,1,1,2,2,3,3,2,2,2,2,2,2,2,1,1,2
23,Sheopur,418,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2
23,Morena,419,1,1,2,1,1,1,1,2,2,2,2,2,2,3,2,3,2,1,2,2,3,1,1,2
23,Bhind,420,1,1,2,1,1,1,1,2,2,2,2,2,2,3,2,3,2,1,2,2,3,1,1,2
23,Gwalior,421,3,3,2,3,3,2,3,3,3,3,3,2,1,3,2,1,3,2,2,3,3,2,3,3
23,Datia,422,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,3
23,Shivpuri,423,2,2,2,1,1,1,2,2,1,1,2,2,3,2,2,3,2,2,2,2,1,1,1,2
23,Tikamgarh,424,2,2,2,1,1,1,2,2,1,1,2,2,3,3,2,3,2,2,2,2,2,1,1,2
23,Chhatarpur,425,2,2,2,1,1,1,2,2,1,1,2,2,2,3,2,3,2,2,2,2,3,1,1,2
23,Panna,426,2,2,2,1,1,1,1,1,1,1,2,2,3,3,2,3,2,2,2,2,2,1,1,2
23,Sagar,427,2,1,2,1,1,1,2,2,1,1,2,2,2,2,3,3,2,2,2,2,2,1,1,2
23,Damoh,428,2,2,2,1,1,1,2,2,1,1,2,2,3,2,2,3,2,2,2,2,1,1,1,2
23,Satna,429,1,1,2,1,1,1,2,2,1,1,3,3,2,3,2,3,2,2,2,2,3,1,1,2
